,holiday,workingday,temp,atemp,humidity,windspeed,count,season_1,season_2,season_3,season_4,weather_1,weather_2,weather_3,weather_4,hour,day,month,year
907,0,1,9.02,10.605,55,16.9979,40,1,0,0,0,1,0,0,0,6,2,3,0
908,0,1,9.02,10.605,64,16.9979,110,1,0,0,0,1,0,0,0,7,2,3,0
909,0,1,9.84,10.605,65,19.0012,256,1,0,0,0,1,0,0,0,8,2,3,0
910,0,1,11.48,12.88,56,19.9995,148,1,0,0,0,1,0,0,0,9,2,3,0
911,0,1,13.12,15.15,49,19.0012,76,1,0,0,0,1,0,0,0,10,2,3,0
912,0,1,13.94,15.15,53,22.0028,73,1,0,0,0,1,0,0,0,11,2,3,0
913,0,1,16.4,20.455,43,12.998,82,1,0,0,0,1,0,0,0,12,2,3,0
914,0,1,20.5,24.24,25,0.0,125,1,0,0,0,1,0,0,0,13,2,3,0
915,0,1,21.32,25.0,23,19.9995,96,1,0,0,0,1,0,0,0,14,2,3,0
916,0,1,22.14,25.76,19,27.9993,110,1,0,0,0,1,0,0,0,15,2,3,0
917,0,1,22.14,25.76,19,22.0028,139,1,0,0,0,1,0,0,0,16,2,3,0
918,0,1,20.5,24.24,23,19.0012,268,1,0,0,0,1,0,0,0,17,2,3,0
919,0,1,18.86,22.725,23,32.9975,201,1,0,0,0,1,0,0,0,18,2,3,0
920,0,1,16.4,20.455,28,35.0008,150,1,0,0,0,1,0,0,0,19,2,3,0
921,0,1,14.76,16.665,29,27.9993,95,1,0,0,0,1,0,0,0,20,2,3,0
922,0,1,13.94,14.395,29,31.0009,71,1,0,0,0,1,0,0,0,21,2,3,0
923,0,1,12.3,12.88,26,36.9974,48,1,0,0,0,1,0,0,0,22,2,3,0
924,0,1,10.66,10.605,30,35.0008,22,1,0,0,0,1,0,0,0,23,2,3,0
925,0,1,9.84,9.85,30,31.0009,13,1,0,0,0,1,0,0,0,0,3,3,0
926,0,1,9.84,9.85,30,31.0009,1,1,0,0,0,1,0,0,0,1,3,3,0
927,0,1,8.2,8.335,27,31.0009,3,1,0,0,0,1,0,0,0,2,3,3,0
928,0,1,8.2,8.335,27,31.0009,1,1,0,0,0,1,0,0,0,3,3,3,0
929,0,1,6.56,6.06,31,32.9975,1,1,0,0,0,1,0,0,0,4,3,3,0
930,0,1,5.74,6.06,33,19.9995,8,1,0,0,0,1,0,0,0,5,3,3,0
931,0,1,5.74,6.06,33,19.9995,35,1,0,0,0,1,0,0,0,6,3,3,0
932,0,1,4.92,4.545,42,27.9993,111,1,0,0,0,1,0,0,0,7,3,3,0
933,0,1,5.74,6.06,39,19.9995,220,1,0,0,0,1,0,0,0,8,3,3,0
934,0,1,6.56,6.82,37,19.0012,145,1,0,0,0,1,0,0,0,9,3,3,0
935,0,1,7.38,9.09,29,12.998,56,1,0,0,0,1,0,0,0,10,3,3,0
936,0,1,8.2,11.365,29,6.0032,50,1,0,0,0,1,0,0,0,11,3,3,0
937,0,1,9.02,11.365,25,8.9981,72,1,0,0,0,1,0,0,0,12,3,3,0
938,0,1,9.02,12.88,25,6.0032,80,1,0,0,0,1,0,0,0,13,3,3,0
939,0,1,9.84,12.88,21,7.0015,78,1,0,0,0,1,0,0,0,14,3,3,0
940,0,1,9.84,14.395,23,0.0,68,1,0,0,0,1,0,0,0,15,3,3,0
941,0,1,10.66,15.15,23,0.0,71,1,0,0,0,1,0,0,0,16,3,3,0
942,0,1,10.66,15.15,22,0.0,202,1,0,0,0,1,0,0,0,17,3,3,0
943,0,1,9.84,10.605,35,22.0028,167,1,0,0,0,1,0,0,0,18,3,3,0
944,0,1,8.2,9.85,40,16.9979,106,1,0,0,0,1,0,0,0,19,3,3,0
945,0,1,8.2,11.365,40,6.0032,70,1,0,0,0,1,0,0,0,20,3,3,0
946,0,1,7.38,10.605,40,7.0015,51,1,0,0,0,1,0,0,0,21,3,3,0
947,0,1,8.2,12.88,40,0.0,53,1,0,0,0,1,0,0,0,22,3,3,0
948,0,1,7.38,10.605,43,6.0032,23,1,0,0,0,0,1,0,0,23,3,3,0
949,0,1,8.2,9.85,55,12.998,12,1,0,0,0,0,1,0,0,0,4,3,0
950,0,1,7.38,9.09,64,12.998,4,1,0,0,0,0,1,0,0,1,4,3,0
951,0,1,7.38,9.09,64,12.998,2,1,0,0,0,0,1,0,0,2,4,3,0
952,0,1,7.38,8.335,74,16.9979,1,1,0,0,0,0,1,0,0,3,4,3,0
953,0,1,7.38,9.09,74,12.998,1,1,0,0,0,0,1,0,0,4,4,3,0
954,0,1,6.56,9.09,74,8.9981,7,1,0,0,0,0,1,0,0,5,4,3,0
955,0,1,6.56,9.85,74,6.0032,29,1,0,0,0,0,1,0,0,6,4,3,0
956,0,1,6.56,9.09,80,8.9981,83,1,0,0,0,1,0,0,0,7,4,3,0
957,0,1,7.38,9.85,74,8.9981,228,1,0,0,0,1,0,0,0,8,4,3,0
958,0,1,9.02,11.365,60,8.9981,150,1,0,0,0,1,0,0,0,9,4,3,0
959,0,1,9.84,11.365,60,16.9979,66,1,0,0,0,1,0,0,0,10,4,3,0
960,0,1,11.48,13.635,52,15.0013,89,1,0,0,0,1,0,0,0,11,4,3,0
961,0,1,13.12,15.15,43,11.0014,97,1,0,0,0,1,0,0,0,12,4,3,0
962,0,1,13.94,15.91,42,15.0013,87,1,0,0,0,1,0,0,0,13,4,3,0
963,0,1,14.76,16.665,40,19.0012,95,1,0,0,0,1,0,0,0,14,4,3,0
964,0,1,14.76,16.665,40,19.9995,106,1,0,0,0,1,0,0,0,15,4,3,0
965,0,1,14.76,17.425,46,12.998,118,1,0,0,0,1,0,0,0,16,4,3,0
966,0,1,14.76,16.665,50,16.9979,228,1,0,0,0,0,1,0,0,17,4,3,0
967,0,1,13.94,15.15,53,19.9995,187,1,0,0,0,0,1,0,0,18,4,3,0
968,0,1,13.12,15.15,61,16.9979,107,1,0,0,0,1,0,0,0,19,4,3,0
969,0,1,12.3,14.395,70,12.998,87,1,0,0,0,0,1,0,0,20,4,3,0
970,0,1,12.3,14.395,70,15.0013,70,1,0,0,0,0,1,0,0,21,4,3,0
971,0,1,12.3,14.395,70,12.998,44,1,0,0,0,1,0,0,0,22,4,3,0
972,0,1,12.3,15.15,75,11.0014,46,1,0,0,0,0,1,0,0,23,4,3,0
973,0,0,11.48,14.395,81,7.0015,19,1,0,0,0,0,1,0,0,0,5,3,0
974,0,0,12.3,15.91,81,7.0015,25,1,0,0,0,0,1,0,0,1,5,3,0
975,0,0,12.3,14.395,87,12.998,20,1,0,0,0,0,1,0,0,2,5,3,0
976,0,0,12.3,14.395,87,12.998,2,1,0,0,0,0,1,0,0,3,5,3,0
977,0,0,12.3,15.15,93,11.0014,1,1,0,0,0,0,1,0,0,4,5,3,0
978,0,0,12.3,15.15,100,8.9981,3,1,0,0,0,0,1,0,0,5,5,3,0
979,0,0,12.3,14.395,100,15.0013,4,1,0,0,0,0,1,0,0,6,5,3,0
980,0,0,12.3,13.635,100,19.9995,15,1,0,0,0,0,1,0,0,7,5,3,0
981,0,0,12.3,13.635,100,19.9995,45,1,0,0,0,0,1,0,0,8,5,3,0
982,0,0,13.12,15.15,93,15.0013,63,1,0,0,0,0,1,0,0,9,5,3,0
983,0,0,13.94,16.665,93,12.998,103,1,0,0,0,0,1,0,0,10,5,3,0
984,0,0,16.4,20.455,76,15.0013,159,1,0,0,0,0,1,0,0,11,5,3,0
985,0,0,18.04,21.97,67,16.9979,167,1,0,0,0,0,1,0,0,12,5,3,0
986,0,0,18.86,22.725,67,19.0012,190,1,0,0,0,0,1,0,0,13,5,3,0
987,0,0,19.68,23.485,59,19.0012,198,1,0,0,0,0,1,0,0,14,5,3,0
988,0,0,18.86,22.725,63,19.9995,205,1,0,0,0,0,1,0,0,15,5,3,0
989,0,0,19.68,23.485,59,19.9995,204,1,0,0,0,0,1,0,0,16,5,3,0
990,0,0,19.68,23.485,59,23.9994,164,1,0,0,0,0,1,0,0,17,5,3,0
991,0,0,19.68,23.485,59,22.0028,152,1,0,0,0,0,1,0,0,18,5,3,0
992,0,0,18.86,22.725,67,22.0028,89,1,0,0,0,0,1,0,0,19,5,3,0
993,0,0,18.04,21.97,77,22.0028,70,1,0,0,0,0,1,0,0,20,5,3,0
994,0,0,18.04,21.97,72,22.0028,72,1,0,0,0,0,1,0,0,21,5,3,0
995,0,0,17.22,21.21,77,19.9995,63,1,0,0,0,0,1,0,0,22,5,3,0
996,0,0,18.04,21.97,77,19.9995,44,1,0,0,0,0,1,0,0,23,5,3,0
997,0,0,17.22,21.21,77,23.9994,52,1,0,0,0,0,1,0,0,0,6,3,0
998,0,0,17.22,21.21,77,19.0012,39,1,0,0,0,0,1,0,0,1,6,3,0
999,0,0,16.4,20.455,82,19.0012,32,1,0,0,0,0,1,0,0,2,6,3,0
1000,0,0,17.22,21.21,82,19.9995,11,1,0,0,0,0,1,0,0,3,6,3,0
1001,0,0,17.22,21.21,88,23.9994,3,1,0,0,0,0,1,0,0,4,6,3,0
1002,0,0,17.22,21.21,94,23.9994,2,1,0,0,0,0,1,0,0,6,6,3,0
1003,0,0,17.22,21.21,100,30.0026,5,1,0,0,0,0,0,1,0,7,6,3,0
1004,0,0,16.4,20.455,100,19.9995,9,1,0,0,0,0,1,0,0,8,6,3,0
1005,0,0,17.22,21.21,100,19.0012,22,1,0,0,0,0,1,0,0,9,6,3,0
1006,0,0,17.22,21.21,100,19.9995,31,1,0,0,0,0,1,0,0,10,6,3,0
1007,0,0,17.22,21.21,100,15.0013,62,1,0,0,0,0,1,0,0,11,6,3,0
1008,0,0,18.86,22.725,94,22.0028,79,1,0,0,0,0,1,0,0,12,6,3,0
1009,0,0,18.86,22.725,94,23.9994,105,1,0,0,0,0,1,0,0,13,6,3,0
1010,0,0,18.04,21.97,100,15.0013,39,1,0,0,0,0,0,1,0,14,6,3,0
1011,0,0,18.04,21.97,100,15.0013,7,1,0,0,0,0,0,1,0,15,6,3,0
1012,0,0,14.76,16.665,100,19.0012,11,1,0,0,0,0,0,1,0,16,6,3,0
1013,0,0,13.94,15.15,100,19.9995,25,1,0,0,0,0,0,1,0,17,6,3,0
1014,0,0,13.12,14.395,100,23.9994,23,1,0,0,0,0,0,1,0,18,6,3,0
1015,0,0,12.3,12.88,100,32.9975,11,1,0,0,0,0,0,1,0,19,6,3,0
1016,0,0,11.48,12.12,100,27.9993,11,1,0,0,0,0,0,1,0,20,6,3,0
1017,0,0,9.84,9.09,93,40.9973,7,1,0,0,0,0,0,1,0,21,6,3,0
1018,0,0,9.02,9.85,100,26.0027,10,1,0,0,0,0,1,0,0,22,6,3,0
1019,0,0,9.02,9.85,100,27.9993,9,1,0,0,0,0,1,0,0,23,6,3,0
1020,0,1,8.2,9.09,100,22.0028,4,1,0,0,0,0,0,1,0,0,0,3,0
1021,0,1,8.2,9.09,100,22.0028,2,1,0,0,0,0,0,1,0,1,0,3,0
1022,0,1,8.2,7.575,80,39.0007,1,1,0,0,0,1,0,0,0,3,0,3,0
1023,0,1,8.2,7.575,80,35.0008,1,1,0,0,0,1,0,0,0,4,0,3,0
1024,0,1,8.2,9.09,75,23.9994,1,1,0,0,0,1,0,0,0,5,0,3,0
1025,0,1,8.2,9.09,75,26.0027,34,1,0,0,0,1,0,0,0,6,0,3,0
1026,0,1,8.2,8.335,75,27.9993,91,1,0,0,0,1,0,0,0,7,0,3,0
1027,0,1,8.2,9.09,75,26.0027,211,1,0,0,0,1,0,0,0,8,0,3,0
1028,0,1,9.02,9.09,64,31.0009,134,1,0,0,0,1,0,0,0,9,0,3,0
1029,0,1,9.84,10.605,60,19.9995,58,1,0,0,0,1,0,0,0,10,0,3,0
1030,0,1,10.66,10.605,48,30.0026,60,1,0,0,0,1,0,0,0,11,0,3,0
1031,0,1,12.3,13.635,42,27.9993,96,1,0,0,0,1,0,0,0,12,0,3,0
1032,0,1,13.12,14.395,36,26.0027,70,1,0,0,0,1,0,0,0,13,0,3,0
1033,0,1,13.12,14.395,36,27.9993,77,1,0,0,0,1,0,0,0,14,0,3,0
1034,0,1,13.94,15.15,31,26.0027,96,1,0,0,0,1,0,0,0,15,0,3,0
1035,0,1,13.94,15.15,31,23.9994,122,1,0,0,0,1,0,0,0,16,0,3,0
1036,0,1,13.94,15.15,29,23.9994,233,1,0,0,0,1,0,0,0,17,0,3,0
1037,0,1,13.12,15.15,31,15.0013,233,1,0,0,0,1,0,0,0,18,0,3,0
1038,0,1,12.3,14.395,33,15.0013,145,1,0,0,0,1,0,0,0,19,0,3,0
1039,0,1,12.3,15.15,33,11.0014,92,1,0,0,0,1,0,0,0,20,0,3,0
1040,0,1,11.48,13.635,38,15.0013,54,1,0,0,0,1,0,0,0,21,0,3,0
1041,0,1,10.66,12.88,48,11.0014,35,1,0,0,0,1,0,0,0,22,0,3,0
1042,0,1,11.48,15.91,48,0.0,22,1,0,0,0,1,0,0,0,23,0,3,0
1043,0,1,10.66,14.395,48,6.0032,10,1,0,0,0,1,0,0,0,0,1,3,0
1044,0,1,9.84,12.12,52,8.9981,4,1,0,0,0,1,0,0,0,1,1,3,0
1045,0,1,9.84,12.12,52,8.9981,1,1,0,0,0,1,0,0,0,2,1,3,0
1046,0,1,9.84,12.88,52,6.0032,7,1,0,0,0,1,0,0,0,3,1,3,0
1047,0,1,9.02,13.635,64,0.0,2,1,0,0,0,1,0,0,0,4,1,3,0
1048,0,1,8.2,11.365,69,7.0015,10,1,0,0,0,1,0,0,0,5,1,3,0
1049,0,1,8.2,12.88,59,0.0,45,1,0,0,0,1,0,0,0,6,1,3,0
1050,0,1,7.38,9.85,64,8.9981,128,1,0,0,0,1,0,0,0,7,1,3,0
1051,0,1,9.02,11.365,55,12.998,257,1,0,0,0,1,0,0,0,8,1,3,0
1052,0,1,10.66,12.88,41,11.0014,151,1,0,0,0,1,0,0,0,9,1,3,0
1053,0,1,12.3,14.395,33,12.998,71,1,0,0,0,0,1,0,0,10,1,3,0
1054,0,1,14.76,17.425,25,11.0014,78,1,0,0,0,0,1,0,0,11,1,3,0
1055,0,1,14.76,18.94,23,0.0,99,1,0,0,0,0,1,0,0,12,1,3,0
1056,0,1,15.58,19.695,25,7.0015,98,1,0,0,0,0,1,0,0,13,1,3,0
1057,0,1,15.58,19.695,20,0.0,72,1,0,0,0,0,1,0,0,14,1,3,0
1058,0,1,14.76,18.94,18,0.0,112,1,0,0,0,0,1,0,0,15,1,3,0
1059,0,1,15.58,19.695,27,11.0014,108,1,0,0,0,1,0,0,0,16,1,3,0
1060,0,1,14.76,17.425,27,15.0013,248,1,0,0,0,1,0,0,0,17,1,3,0
1061,0,1,13.94,16.665,27,12.998,235,1,0,0,0,1,0,0,0,18,1,3,0
1062,0,1,13.94,17.425,31,7.0015,150,1,0,0,0,1,0,0,0,19,1,3,0
1063,0,1,13.12,16.665,39,6.0032,76,1,0,0,0,1,0,0,0,20,1,3,0
1064,0,1,12.3,14.395,49,12.998,75,1,0,0,0,1,0,0,0,21,1,3,0
1065,0,1,12.3,14.395,49,15.0013,55,1,0,0,0,1,0,0,0,22,1,3,0
1066,0,1,11.48,13.635,61,12.998,41,1,0,0,0,1,0,0,0,23,1,3,0
1067,0,1,10.66,14.395,65,6.0032,9,1,0,0,0,1,0,0,0,0,2,3,0
1068,0,1,10.66,13.635,52,8.9981,4,1,0,0,0,1,0,0,0,1,2,3,0
1069,0,1,10.66,13.635,52,8.9981,2,1,0,0,0,1,0,0,0,2,2,3,0
1070,0,1,9.84,12.88,70,6.0032,3,1,0,0,0,1,0,0,0,3,2,3,0
1071,0,1,9.84,12.88,75,7.0015,2,1,0,0,0,1,0,0,0,4,2,3,0
1072,0,1,9.84,12.12,81,8.9981,8,1,0,0,0,0,1,0,0,5,2,3,0
1073,0,1,9.84,12.88,85,7.0015,49,1,0,0,0,0,1,0,0,6,2,3,0
1074,0,1,9.84,12.12,87,11.0014,141,1,0,0,0,0,1,0,0,7,2,3,0
1075,0,1,9.84,12.12,87,8.9981,249,1,0,0,0,0,1,0,0,8,2,3,0
1076,0,1,10.66,12.12,87,16.9979,141,1,0,0,0,0,1,0,0,9,2,3,0
1077,0,1,12.3,14.395,75,16.9979,57,1,0,0,0,0,1,0,0,10,2,3,0
1078,0,1,13.12,14.395,76,26.0027,59,1,0,0,0,0,1,0,0,11,2,3,0
1079,0,1,13.12,15.15,76,16.9979,98,1,0,0,0,0,1,0,0,12,2,3,0
1080,0,1,13.12,14.395,76,23.9994,99,1,0,0,0,0,1,0,0,13,2,3,0
1081,0,1,13.94,15.15,76,19.9995,71,1,0,0,0,0,1,0,0,14,2,3,0
1082,0,1,14.76,16.665,71,19.9995,79,1,0,0,0,0,1,0,0,15,2,3,0
1083,0,1,13.94,15.15,76,22.0028,112,1,0,0,0,0,1,0,0,16,2,3,0
1084,0,1,13.94,15.15,76,19.9995,194,1,0,0,0,0,1,0,0,17,2,3,0
1085,0,1,13.94,15.91,76,16.9979,188,1,0,0,0,0,1,0,0,18,2,3,0
1086,0,1,13.94,15.15,76,22.0028,134,1,0,0,0,0,1,0,0,19,2,3,0
1087,0,1,13.12,15.91,87,12.998,91,1,0,0,0,0,1,0,0,20,2,3,0
1088,0,1,13.12,15.15,93,22.0028,62,1,0,0,0,0,1,0,0,21,2,3,0
1089,0,1,13.12,15.91,93,11.0014,21,1,0,0,0,0,0,1,0,22,2,3,0
1090,0,1,13.94,16.665,93,12.998,18,1,0,0,0,0,0,1,0,23,2,3,0
1091,0,1,13.94,15.91,0,16.9979,3,1,0,0,0,0,0,1,0,0,3,3,0
1092,0,1,13.94,15.91,0,16.9979,2,1,0,0,0,0,0,1,0,1,3,3,0
1093,0,1,13.94,15.91,0,16.9979,1,1,0,0,0,0,0,1,0,2,3,3,0
1094,0,1,14.76,17.425,0,12.998,3,1,0,0,0,0,0,1,0,5,3,3,0
1095,0,1,14.76,16.665,0,22.0028,12,1,0,0,0,0,0,1,0,6,3,3,0
1096,0,1,15.58,19.695,0,15.0013,37,1,0,0,0,0,0,1,0,7,3,3,0
1097,0,1,15.58,19.695,0,19.0012,44,1,0,0,0,0,0,1,0,8,3,3,0
1098,0,1,16.4,20.455,0,15.0013,24,1,0,0,0,0,0,1,0,9,3,3,0
1099,0,1,16.4,20.455,0,11.0014,17,1,0,0,0,0,0,1,0,10,3,3,0
1100,0,1,16.4,20.455,0,16.9979,11,1,0,0,0,0,0,1,0,11,3,3,0
1101,0,1,17.22,21.21,0,15.0013,34,1,0,0,0,0,0,1,0,12,3,3,0
1102,0,1,17.22,21.21,0,15.0013,12,1,0,0,0,0,0,1,0,13,3,3,0
1103,0,1,18.04,21.97,0,19.9995,12,1,0,0,0,0,0,1,0,14,3,3,0
1104,0,1,18.04,21.97,0,15.0013,14,1,0,0,0,0,0,1,0,15,3,3,0
1105,0,1,17.22,21.21,0,16.9979,21,1,0,0,0,0,0,1,0,16,3,3,0
1106,0,1,18.04,21.97,0,26.0027,111,1,0,0,0,0,1,0,0,17,3,3,0
1107,0,1,18.04,21.97,0,23.9994,82,1,0,0,0,0,0,1,0,18,3,3,0
1108,0,1,18.04,21.97,0,39.0007,56,1,0,0,0,0,0,1,0,19,3,3,0
1109,0,1,14.76,16.665,0,22.0028,38,1,0,0,0,0,0,1,0,20,3,3,0
1110,0,1,14.76,17.425,0,15.0013,28,1,0,0,0,0,0,1,0,21,3,3,0
1111,0,1,13.94,16.665,0,8.9981,34,1,0,0,0,0,1,0,0,22,3,3,0
1112,0,1,13.94,17.425,0,6.0032,27,1,0,0,0,0,0,1,0,23,3,3,0
1113,0,1,13.94,17.425,100,6.0032,6,1,0,0,0,0,1,0,0,0,4,3,0
1114,0,1,13.94,17.425,100,7.0015,8,1,0,0,0,0,0,1,0,1,4,3,0
1115,0,1,13.94,17.425,100,7.0015,5,1,0,0,0,0,0,1,0,2,4,3,0
1116,0,1,13.12,16.665,93,6.0032,2,1,0,0,0,0,1,0,0,3,4,3,0
1117,0,1,12.3,14.395,81,15.0013,7,1,0,0,0,1,0,0,0,5,4,3,0
1118,0,1,10.66,12.12,81,19.0012,32,1,0,0,0,1,0,0,0,6,4,3,0
1119,0,1,10.66,12.88,70,12.998,114,1,0,0,0,1,0,0,0,7,4,3,0
1120,0,1,11.48,13.635,70,16.9979,259,1,0,0,0,1,0,0,0,8,4,3,0
1121,0,1,12.3,14.395,61,19.0012,156,1,0,0,0,0,1,0,0,9,4,3,0
1122,0,1,13.12,15.15,57,19.9995,78,1,0,0,0,0,1,0,0,10,4,3,0
1123,0,1,13.12,15.15,57,19.9995,81,1,0,0,0,0,1,0,0,11,4,3,0
1124,0,1,13.94,15.91,53,16.9979,111,1,0,0,0,0,1,0,0,12,4,3,0
1125,0,1,14.76,16.665,53,16.9979,107,1,0,0,0,1,0,0,0,13,4,3,0
1126,0,1,14.76,16.665,50,23.9994,89,1,0,0,0,0,1,0,0,14,4,3,0
1127,0,1,13.94,15.91,53,16.9979,85,1,0,0,0,0,1,0,0,15,4,3,0
1128,0,1,13.94,15.15,49,19.9995,113,1,0,0,0,0,1,0,0,16,4,3,0
1129,0,1,13.94,15.91,49,15.0013,223,1,0,0,0,1,0,0,0,17,4,3,0
1130,0,1,13.12,15.15,49,22.0028,153,1,0,0,0,1,0,0,0,18,4,3,0
1131,0,1,12.3,13.635,56,22.0028,118,1,0,0,0,1,0,0,0,19,4,3,0
1132,0,1,12.3,15.15,56,11.0014,76,1,0,0,0,1,0,0,0,20,4,3,0
1133,0,1,12.3,14.395,52,16.9979,53,1,0,0,0,0,1,0,0,21,4,3,0
1134,0,1,12.3,15.15,52,11.0014,64,1,0,0,0,1,0,0,0,22,4,3,0
1135,0,1,12.3,14.395,52,16.9979,37,1,0,0,0,1,0,0,0,23,4,3,0
1136,0,0,10.66,13.635,60,8.9981,34,1,0,0,0,1,0,0,0,0,5,3,0
1137,0,0,9.84,11.365,65,12.998,18,1,0,0,0,1,0,0,0,1,5,3,0
1138,0,0,9.84,11.365,65,12.998,14,1,0,0,0,1,0,0,0,2,5,3,0
1139,0,0,9.84,11.365,65,16.9979,7,1,0,0,0,1,0,0,0,3,5,3,0
1140,0,0,9.84,11.365,65,16.9979,1,1,0,0,0,1,0,0,0,4,5,3,0
1141,0,0,9.02,11.365,69,12.998,2,1,0,0,0,1,0,0,0,5,5,3,0
1142,0,0,9.02,10.605,75,16.9979,4,1,0,0,0,1,0,0,0,6,5,3,0
1143,0,0,9.84,11.365,70,12.998,23,1,0,0,0,1,0,0,0,7,5,3,0
1144,0,0,10.66,12.88,65,11.0014,53,1,0,0,0,1,0,0,0,8,5,3,0
1145,0,0,11.48,14.395,65,7.0015,101,1,0,0,0,1,0,0,0,9,5,3,0
1146,0,0,13.12,15.15,66,15.0013,99,1,0,0,0,1,0,0,0,10,5,3,0
1147,0,0,13.94,15.15,49,22.0028,119,1,0,0,0,1,0,0,0,11,5,3,0
1148,0,0,13.94,15.91,53,19.0012,158,1,0,0,0,1,0,0,0,12,5,3,0
1149,0,0,14.76,16.665,51,23.9994,157,1,0,0,0,1,0,0,0,13,5,3,0
1150,0,0,16.4,20.455,50,30.0026,166,1,0,0,0,1,0,0,0,14,5,3,0
1151,0,0,17.22,21.21,44,32.9975,182,1,0,0,0,1,0,0,0,15,5,3,0
1152,0,0,18.86,22.725,41,30.0026,244,1,0,0,0,1,0,0,0,16,5,3,0
1153,0,0,18.86,22.725,44,22.0028,213,1,0,0,0,1,0,0,0,17,5,3,0
1154,0,0,17.22,21.21,54,11.0014,145,1,0,0,0,1,0,0,0,18,5,3,0
1155,0,0,17.22,21.21,54,6.0032,112,1,0,0,0,1,0,0,0,19,5,3,0
1156,0,0,16.4,20.455,58,7.0015,86,1,0,0,0,1,0,0,0,20,5,3,0
1157,0,0,15.58,19.695,62,0.0,82,1,0,0,0,1,0,0,0,21,5,3,0
1158,0,0,14.76,18.94,71,0.0,63,1,0,0,0,1,0,0,0,22,5,3,0
1159,0,0,15.58,19.695,66,6.0032,49,1,0,0,0,1,0,0,0,23,5,3,0
1160,0,0,15.58,19.695,62,7.0015,38,1,0,0,0,1,0,0,0,0,6,3,0
1161,0,0,14.76,17.425,66,8.9981,33,1,0,0,0,1,0,0,0,1,6,3,0
1162,0,0,13.94,16.665,76,8.9981,23,1,0,0,0,1,0,0,0,3,6,3,0
1163,0,0,13.94,16.665,66,11.0014,13,1,0,0,0,1,0,0,0,4,6,3,0
1164,0,0,14.76,17.425,62,8.9981,3,1,0,0,0,1,0,0,0,5,6,3,0
1165,0,0,13.94,18.18,66,0.0,2,1,0,0,0,1,0,0,0,6,6,3,0
1166,0,0,14.76,17.425,62,12.998,10,1,0,0,0,1,0,0,0,7,6,3,0
1167,0,0,16.4,20.455,50,19.9995,34,1,0,0,0,1,0,0,0,8,6,3,0
1168,0,0,16.4,20.455,50,27.9993,44,1,0,0,0,1,0,0,0,9,6,3,0
1169,0,0,17.22,21.21,47,16.9979,122,1,0,0,0,1,0,0,0,10,6,3,0
1170,0,0,18.04,21.97,41,27.9993,181,1,0,0,0,1,0,0,0,11,6,3,0
1171,0,0,18.86,22.725,38,26.0027,194,1,0,0,0,1,0,0,0,12,6,3,0
1172,0,0,18.86,22.725,38,26.0027,221,1,0,0,0,1,0,0,0,13,6,3,0
1173,0,0,18.86,22.725,41,19.9995,250,1,0,0,0,1,0,0,0,14,6,3,0
1174,0,0,19.68,23.485,39,22.0028,304,1,0,0,0,1,0,0,0,15,6,3,0
1175,0,0,18.86,22.725,41,26.0027,256,1,0,0,0,1,0,0,0,16,6,3,0
1176,0,0,18.04,21.97,41,23.9994,241,1,0,0,0,1,0,0,0,17,6,3,0
1177,0,0,16.4,20.455,43,23.9994,147,1,0,0,0,1,0,0,0,18,6,3,0
1178,0,0,14.76,16.665,50,23.9994,101,1,0,0,0,1,0,0,0,19,6,3,0
1179,0,0,13.12,15.15,57,19.9995,77,1,0,0,0,1,0,0,0,20,6,3,0
1180,0,0,12.3,14.395,56,16.9979,58,1,0,0,0,1,0,0,0,21,6,3,0
1181,0,0,12.3,13.635,56,22.0028,37,1,0,0,0,1,0,0,0,22,6,3,0
1182,0,0,10.66,12.88,65,15.0013,28,1,0,0,0,1,0,0,0,23,6,3,0
1183,0,1,10.66,13.635,65,7.0015,11,1,0,0,0,1,0,0,0,0,0,3,0
1184,0,1,10.66,14.395,65,6.0032,1,1,0,0,0,1,0,0,0,1,0,3,0
1185,0,1,10.66,14.395,65,6.0032,1,1,0,0,0,1,0,0,0,2,0,3,0
1186,0,1,10.66,13.635,65,8.9981,3,1,0,0,0,1,0,0,0,3,0,3,0
1187,0,1,9.84,12.12,70,8.9981,8,1,0,0,0,1,0,0,0,5,0,3,0
1188,0,1,10.66,13.635,65,8.9981,28,1,0,0,0,1,0,0,0,6,0,3,0
1189,0,1,11.48,15.91,61,0.0,88,1,0,0,0,0,1,0,0,7,0,3,0
1190,0,1,12.3,15.15,56,8.9981,241,1,0,0,0,0,1,0,0,8,0,3,0
1191,0,1,13.12,15.15,53,22.0028,140,1,0,0,0,1,0,0,0,9,0,3,0
1192,0,1,13.94,15.91,42,16.9979,84,1,0,0,0,1,0,0,0,10,0,3,0
1193,0,1,14.76,16.665,40,16.9979,71,1,0,0,0,1,0,0,0,11,0,3,0
1194,0,1,15.58,19.695,37,0.0,94,1,0,0,0,1,0,0,0,12,0,3,0
1195,0,1,15.58,19.695,36,22.0028,75,1,0,0,0,1,0,0,0,13,0,3,0
1196,0,1,15.58,19.695,34,0.0,79,1,0,0,0,0,1,0,0,14,0,3,0
1197,0,1,15.58,19.695,37,11.0014,101,1,0,0,0,1,0,0,0,15,0,3,0
1198,0,1,16.4,20.455,35,7.0015,107,1,0,0,0,1,0,0,0,16,0,3,0
1199,0,1,15.58,19.695,40,12.998,271,1,0,0,0,1,0,0,0,17,0,3,0
