Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
2017-05-28,1.29,361905.98,83266.74,48464.11,42531.88,187643.25,126219.14,47266.33,14157.78,conventional,2017,Detroit
2017-11-05,1.48,1380036.54,583677.03,410381.7,4216.04,381761.77,292776.18,88977.53,8.06,conventional,2017,Plains
2016-01-17,1.04,445089.93,308722.88,45915.91,654.09,89797.05,56526.21,33270.84,0.0,conventional,2016,Atlanta
2017-02-26,1.16,172502.22,90291.99,20630.64,66.62,61512.97,31645.74,29517.23,350.0,conventional,2017,Jacksonville
2017-08-06,1.45,167234.75,2082.16,69687.29,45132.06,50333.24,31734.93,4280.74,14317.57,conventional,2017,GrandRapids
2015-11-01,1.06,2180520.22,24197.61,1916954.83,1226.57,238141.21,183727.03,54399.03,15.15,conventional,2015,NewYork
2016-12-18,1.82,6655.29,325.22,257.46,4.28,6068.33,6034.87,33.46,0.0,organic,2016,HarrisburgScranton
2015-03-01,0.87,991328.46,481279.09,391780.92,4149.71,114118.74,63264.46,50854.28,0.0,conventional,2015,Houston
2015-01-25,1.17,206074.14,33193.27,89075.29,426.35,83379.23,79720.85,3658.38,0.0,conventional,2015,HarrisburgScranton
2017-03-19,1.54,540540.5,5709.44,425273.84,3736.16,105821.06,87773.26,18047.8,0.0,conventional,2017,Boston
2017-08-13,1.97,7797.08,219.37,4075.78,0.0,3432.91,2701.68,731.23,0.0,organic,2017,CincinnatiDayton
2017-04-09,2.12,171036.27,14746.97,48734.61,165.24,107389.45,96848.27,10541.18,0.0,organic,2017,Northeast
2016-10-02,2.79,5562.0,790.45,3627.36,14.25,1129.94,1116.94,13.0,0.0,organic,2016,WestTexNewMexico
2016-11-20,1.41,447760.4,56982.28,128919.02,270.62,261588.48,260780.1,648.16,160.22,conventional,2016,Seattle
2017-05-07,1.72,21798.32,1347.86,14683.9,1.67,5764.89,5703.48,61.41,0.0,organic,2017,SanDiego
2016-12-11,1.02,8682.81,448.83,1413.59,0.0,6820.39,2531.27,4289.12,0.0,organic,2016,Columbus
2016-05-29,1.33,6565.11,1464.91,23.53,0.0,5076.67,5070.0,6.67,0.0,organic,2016,Tampa
2016-03-13,0.79,5894070.33,3228470.66,1083003.8,698856.6,883739.27,731907.2,144961.72,6870.35,conventional,2016,SouthCentral
2015-07-19,1.18,5225200.52,2805887.74,1629871.75,188207.47,601233.56,577736.96,20673.8,2822.8,conventional,2015,California
2017-01-15,1.84,1982.65,82.3,328.02,0.0,1572.33,1572.33,0.0,0.0,organic,2017,Albany
2016-12-25,1.12,20099.08,4747.3,428.15,0.0,14923.63,14829.22,94.41,0.0,organic,2016,DallasFtWorth
2017-07-09,1.24,380517.93,171133.29,76166.58,2472.14,130745.92,94038.84,26927.08,9780.0,conventional,2017,SouthCarolina
2015-11-08,1.51,57570.79,26586.86,4970.65,0.0,26013.28,25469.5,543.78,0.0,organic,2015,SouthCentral
2015-12-20,1.55,679.51,234.43,31.59,0.0,413.49,287.87,125.62,0.0,organic,2015,Pittsburgh
2017-10-22,1.62,12275.26,370.45,2692.51,53.05,9159.25,8792.65,366.6,0.0,organic,2017,RichmondNorfolk
2016-12-18,1.46,77030.91,2684.3,29491.7,1695.12,43159.79,28795.8,14363.99,0.0,organic,2016,Midsouth
2017-06-11,0.98,224873.96,11584.14,72043.56,1097.13,140149.13,46235.82,93478.49,434.82,conventional,2017,Indianapolis
2016-08-28,1.58,1212399.97,19257.01,715527.43,37849.93,439765.6,378940.19,57956.65,2868.76,conventional,2016,NewYork
2017-09-10,1.42,176082.45,72427.91,37438.94,93.89,66121.71,56903.06,7881.98,1336.67,conventional,2017,Nashville
2015-05-03,1.03,12425.42,426.78,6174.2,548.21,5276.23,2313.33,2962.9,0.0,organic,2015,RichmondNorfolk
2016-10-16,2.33,17837.78,3985.49,11359.44,88.68,2404.17,1942.38,461.79,0.0,organic,2016,NewYork
2015-12-20,2.24,3998.59,222.69,1874.44,230.89,1670.57,1670.57,0.0,0.0,organic,2015,HartfordSpringfield
2016-06-19,1.23,169756.02,1776.91,80406.95,57.85,87514.31,84829.31,0.0,2685.0,conventional,2016,BuffaloRochester
2015-05-31,1.49,5950.91,410.92,3627.94,0.0,1912.05,1138.94,773.11,0.0,organic,2015,Columbus
2016-01-17,1.11,437356.64,105468.97,256283.84,15555.85,60047.98,60045.08,0.0,2.9,conventional,2016,Sacramento
2016-09-25,0.87,694289.8,122350.41,123793.69,16380.23,431765.47,324254.95,107460.99,49.53,conventional,2016,Portland
2015-09-20,1.44,1513.77,668.25,61.75,0.0,783.77,223.44,560.33,0.0,organic,2015,Pittsburgh
2015-04-26,0.96,88111.17,69544.59,7985.48,3401.65,7179.45,7174.6,0.0,4.85,conventional,2015,Boise
2017-07-30,1.85,14874.38,286.35,6566.23,0.0,7882.3,2278.78,5603.52,0.0,organic,2017,CincinnatiDayton
2016-03-13,1.28,4036.93,51.54,1563.44,0.0,2421.95,237.26,2184.69,0.0,organic,2016,Spokane
2017-08-13,2.07,73309.74,4392.15,21953.83,234.58,46729.18,46723.25,5.93,0.0,organic,2017,NewYork
2017-10-08,1.87,176218.89,4376.74,35185.02,566.08,136087.82,131997.28,4090.54,0.0,organic,2017,Midsouth
2015-02-01,1.63,4215.96,432.24,2985.02,0.0,798.7,223.33,575.37,0.0,organic,2015,Columbus
2018-02-04,0.98,853642.9,564685.19,79267.58,1096.9,208593.23,91618.58,116804.65,170.0,conventional,2018,Tampa
2018-01-07,1.04,2725856.44,1275098.12,354221.03,91230.73,1005306.56,940327.03,18317.46,46662.07,conventional,2018,LosAngeles
2017-02-12,1.28,100215.44,31075.53,28242.44,1114.29,39783.18,34235.6,5547.58,0.0,conventional,2017,Pittsburgh
2018-03-25,1.86,118503.55,12695.3,35094.5,205.59,70508.16,70377.52,130.64,0.0,organic,2018,NewYork
2015-06-28,1.7,11718.49,5562.43,2728.68,882.13,2545.25,2545.25,0.0,0.0,organic,2015,BaltimoreWashington
2015-10-11,1.58,564456.6,106180.64,351965.39,33512.19,72798.38,72030.82,735.56,32.0,conventional,2015,SanFrancisco
2017-09-17,2.14,11956.98,294.89,3982.86,0.0,7679.23,2517.66,5161.57,0.0,organic,2017,CincinnatiDayton
2018-02-11,0.93,558926.47,222366.32,136214.59,16577.9,183767.66,175708.38,5873.73,2185.55,conventional,2018,SanDiego
2016-07-31,1.07,143067.18,44288.47,43886.04,92.05,54800.62,49803.99,4396.63,600.0,conventional,2016,Roanoke
2017-08-06,1.3,95140.94,2317.1,37610.34,218.0,54995.5,29610.66,24173.08,1211.76,conventional,2017,Louisville
2016-07-17,1.54,2947.37,2.52,1238.01,0.0,1706.84,760.92,945.92,0.0,organic,2016,Boise
2017-04-16,1.15,543227.58,237537.66,48907.53,143.78,256638.61,170945.65,80087.96,5605.0,conventional,2017,Atlanta
2017-07-23,1.51,50322.79,763.36,8833.15,131.28,40595.0,40588.34,6.66,0.0,organic,2017,BaltimoreWashington
2016-10-23,1.16,12154.78,141.64,4350.3,358.26,7304.58,1949.05,5355.53,0.0,organic,2016,RichmondNorfolk
2015-07-05,1.49,5999.26,77.05,3608.18,516.81,1797.22,640.0,1157.22,0.0,organic,2015,RichmondNorfolk
2016-09-11,1.0,644049.31,154068.23,167761.1,2713.1,319506.88,319298.96,135.14,72.78,conventional,2016,Seattle
2017-09-17,2.32,64855.01,12786.21,24889.5,0.0,27179.3,27160.25,19.05,0.0,organic,2017,LosAngeles
2016-11-13,1.6,87366.58,1891.82,56517.54,84.41,28872.81,28872.81,0.0,0.0,conventional,2016,BuffaloRochester
2018-02-18,1.57,9465.72,281.04,1239.92,0.0,7944.76,6697.78,1246.98,0.0,organic,2018,Orlando
2016-04-17,0.89,512348.02,190569.75,124409.16,106.39,197262.72,66461.65,130217.81,583.26,conventional,2016,Atlanta
2017-10-22,1.37,204094.51,61741.1,74165.15,682.14,67506.12,46482.24,21023.88,0.0,conventional,2017,LasVegas
2015-05-03,1.89,67904.99,3879.94,25453.69,538.31,38033.05,37812.35,220.7,0.0,organic,2015,Northeast
2016-01-10,1.48,13098.8,4763.82,6356.7,0.0,1978.28,615.29,1362.99,0.0,organic,2016,Detroit
2016-05-08,1.39,103093.15,4623.07,50399.91,2604.83,45465.34,25178.32,20287.02,0.0,organic,2016,Midsouth
2015-05-31,1.83,2053.94,1343.65,17.59,22.28,670.42,670.42,0.0,0.0,organic,2015,Jacksonville
2018-03-25,1.6,24825.5,6516.4,685.92,44.09,17579.09,16514.58,1064.51,0.0,organic,2018,Denver
2015-04-05,1.09,354134.22,242307.65,26336.27,193.86,85296.44,51105.07,34191.37,0.0,conventional,2015,Tampa
2015-06-14,1.53,11438.64,3328.84,7539.16,3.44,567.2,567.2,0.0,0.0,organic,2015,SanDiego
2017-08-20,1.82,322962.89,5632.85,242365.82,2441.56,72522.66,22942.48,46083.51,3496.67,conventional,2017,NorthernNewEngland
2017-05-21,1.57,85984.55,4614.96,33738.22,778.72,46852.65,22566.48,24286.17,0.0,organic,2017,Plains
2016-05-01,2.16,54477.59,5556.25,17185.85,2672.11,29063.38,27008.79,2054.59,0.0,organic,2016,NewYork
2017-02-05,0.68,1189151.17,173944.99,260237.26,17285.27,737683.65,678871.57,57776.33,1035.75,conventional,2017,Portland
2017-04-09,1.54,494093.73,312737.23,74502.99,242.38,106611.13,66358.64,40164.99,87.5,conventional,2017,MiamiFtLauderdale
2015-04-26,1.13,1787071.74,1022915.7,447514.72,23878.2,292763.12,278730.74,6240.25,7792.13,conventional,2015,Plains
2016-07-24,1.0,495686.56,215522.82,92726.36,110.76,187326.62,120773.07,66553.55,0.0,conventional,2016,Atlanta
2015-03-01,1.68,1396.48,2.48,945.45,0.0,448.55,393.33,55.22,0.0,organic,2015,Boise
2015-12-20,1.67,3999.44,66.16,2449.2,215.03,1269.05,1265.11,3.94,0.0,organic,2015,RichmondNorfolk
2015-04-26,1.4,44090.53,15815.81,17652.02,0.0,10622.7,10622.7,0.0,0.0,organic,2015,LosAngeles
2017-09-10,1.61,3536857.97,264529.93,2267361.07,6494.94,998472.03,844249.91,130829.9,23392.22,conventional,2017,Northeast
2017-06-04,1.12,698957.23,120671.14,128831.45,23470.48,425984.16,423593.25,2161.68,229.23,conventional,2017,Portland
2015-06-28,1.36,1284789.44,17714.92,917010.98,3347.48,346716.06,266450.36,80224.13,41.57,conventional,2015,NewYork
2017-09-10,1.22,4926555.69,2756276.03,771799.51,12730.06,1385750.09,1011681.68,365700.82,8367.59,conventional,2017,SouthCentral
2016-11-13,1.49,6840.22,1944.42,545.57,0.0,4350.23,1526.66,2823.57,0.0,organic,2016,StLouis
2017-05-14,2.41,71188.47,6758.27,25947.46,2033.18,36449.56,36449.56,0.0,0.0,organic,2017,NewYork
2016-12-11,1.81,3303.41,24.27,516.63,0.0,2762.51,2758.46,4.05,0.0,organic,2016,BuffaloRochester
2015-06-07,1.01,98865.51,8145.6,62401.26,4540.35,23778.3,12423.77,10432.41,922.12,conventional,2015,Louisville
2016-11-13,1.28,67212.14,32035.36,3042.08,6078.72,26055.98,25875.27,140.41,40.3,conventional,2016,Boise
2015-07-05,0.78,913360.72,606650.91,123465.83,18233.51,165010.47,146199.35,18811.12,0.0,conventional,2015,WestTexNewMexico
2015-06-14,1.75,6913.18,203.17,2924.84,1010.38,2774.79,2179.92,594.87,0.0,organic,2015,RaleighGreensboro
2017-12-03,1.01,315521.0,66925.0,127968.0,4488.0,116140.0,47447.0,68396.0,297.0,conventional,2017,LasVegas
2015-04-05,1.38,5289.64,403.53,2859.4,0.0,2026.71,645.46,1381.25,0.0,organic,2015,Columbus
2015-10-18,0.97,358143.26,117479.44,97788.02,72553.22,70322.58,63143.78,823.99,6354.81,conventional,2015,Detroit
2016-01-03,0.86,38142088.04,11616506.17,16054083.86,1560068.62,8911429.39,6464895.83,2287449.76,159083.8,conventional,2016,TotalUS
2016-01-24,1.6,17724.75,1555.39,8077.81,15.01,8076.54,0.0,8076.54,0.0,organic,2016,Portland
2015-02-15,1.92,3125.59,219.08,1098.75,1056.49,751.27,751.27,0.0,0.0,organic,2015,Charlotte
2015-01-04,1.52,54956.8,3013.04,35456.88,1561.7,14925.18,11264.8,3660.38,0.0,conventional,2015,Pittsburgh
2017-12-17,1.59,8486.81,232.71,636.22,0.0,7617.88,7027.76,590.12,0.0,organic,2017,MiamiFtLauderdale
2017-01-29,1.29,168252.2,1391.78,100681.06,5482.22,60697.14,53182.31,6877.73,637.1,conventional,2017,GrandRapids
2015-09-20,0.92,5596091.03,1552161.89,2825876.79,124207.93,1093844.42,751408.06,342166.04,270.32,conventional,2015,West
2018-03-18,1.02,126213.08,32100.53,23976.21,204.7,69931.64,53034.96,15925.76,970.92,conventional,2018,Louisville
2015-04-19,1.76,2745.8,1577.58,103.61,0.0,1064.61,1064.61,0.0,0.0,organic,2015,Orlando
2016-10-16,1.4,69060.9,4027.42,54186.55,53.77,10793.16,10434.39,358.77,0.0,conventional,2016,Albany
2017-03-19,1.39,2975356.86,463863.64,1224340.81,212871.38,1074281.03,650674.32,377140.01,46466.7,conventional,2017,GreatLakes
2017-11-26,2.06,15701.21,8640.78,6277.06,0.0,783.37,783.37,0.0,0.0,organic,2017,SanFrancisco
2016-07-17,1.28,279442.6,47084.06,109983.48,29372.59,93002.47,82748.32,685.82,9568.33,conventional,2016,RaleighGreensboro
2016-06-12,1.47,5885.34,690.44,177.87,32.19,4984.84,4905.79,79.05,0.0,organic,2016,Pittsburgh
2017-10-15,1.68,342218.56,89884.18,208158.38,800.92,43375.08,42344.65,833.74,196.69,conventional,2017,Sacramento
2017-05-14,1.62,69358.17,3417.56,21230.05,251.83,44458.73,22549.94,21908.79,0.0,organic,2017,Plains
2016-05-08,1.27,120194.49,1041.95,96137.78,84.8,22929.96,22697.54,232.42,0.0,conventional,2016,Albany
2017-12-03,1.41,1191930.0,42352.0,652690.0,580.0,496308.0,466132.0,30177.0,0.0,conventional,2017,NewYork
2015-08-09,1.82,8902.03,2628.99,5592.09,0.0,680.95,680.95,0.0,0.0,organic,2015,SanDiego
2016-12-11,1.35,599161.08,49240.17,375437.86,9977.23,164505.82,153476.96,11028.86,0.0,conventional,2016,BaltimoreWashington
2016-11-20,1.66,171623.92,33916.58,38582.41,31.05,99093.88,27888.84,71205.04,0.0,organic,2016,West
2015-08-16,1.52,2495.29,3.82,1866.45,0.0,625.02,243.33,381.69,0.0,organic,2015,Louisville
2016-06-12,1.21,10823.6,77.0,4286.07,0.0,6460.53,1063.06,5397.47,0.0,organic,2016,Roanoke
2017-09-10,1.86,111733.79,2360.3,46227.08,23127.7,40018.71,29053.6,3726.39,7238.72,conventional,2017,GrandRapids
2015-08-02,1.47,78162.92,1447.81,44620.7,471.55,31622.86,31622.86,0.0,0.0,conventional,2015,BuffaloRochester
2017-12-17,1.86,9678.6,1.2,4729.56,227.56,4720.28,4720.28,0.0,0.0,organic,2017,Charlotte
2016-10-09,2.09,5771.2,1016.77,2518.91,0.0,2235.52,2219.25,16.27,0.0,organic,2016,LasVegas
2017-08-06,1.4,37755.61,10486.19,21.84,0.0,27247.58,27247.58,0.0,0.0,organic,2017,Houston
2018-01-07,1.15,12589.45,1639.81,1133.28,0.0,9816.36,9106.36,710.0,0.0,organic,2018,Columbus
2017-01-22,1.48,1721917.04,15652.26,1169600.51,206537.54,330126.73,288384.55,36337.65,5404.53,conventional,2017,NewYork
2017-07-23,1.18,6311280.51,2072496.16,1969142.59,112050.77,2157590.99,916284.35,1234707.82,6598.82,conventional,2017,West
2017-12-17,1.13,646736.55,157024.25,154962.46,12155.0,322594.84,98284.78,224310.06,0.0,conventional,2017,Denver
2016-01-03,1.51,5895.92,95.21,4683.24,9.52,1107.95,624.6,483.35,0.0,organic,2016,HartfordSpringfield
2015-01-04,1.02,491738.0,7193.87,396752.18,128.82,87663.13,87406.84,256.29,0.0,conventional,2015,Boston
2015-10-18,2.18,2804.82,1876.78,48.04,0.0,880.0,880.0,0.0,0.0,organic,2015,Orlando
2017-08-27,2.45,3332.02,332.58,1007.3,0.0,1992.14,1988.81,3.33,0.0,organic,2017,Jacksonville
2015-06-14,1.79,33795.51,4749.1,20882.01,41.97,8122.43,5857.07,2265.36,0.0,organic,2015,Plains
2016-03-20,1.53,6926.91,821.77,3668.29,0.0,2436.85,1823.33,613.52,0.0,organic,2016,Nashville
2016-03-27,0.9,225485.9,3097.47,131467.29,16191.17,74729.97,18832.18,52163.65,3734.14,conventional,2016,CincinnatiDayton
2015-04-26,0.96,265739.79,179543.83,9195.1,288.0,76712.86,72727.69,3985.17,0.0,conventional,2015,NewOrleansMobile
2017-08-27,1.49,8397.14,1179.67,24.47,0.0,7193.0,7193.0,0.0,0.0,organic,2017,Pittsburgh
2015-11-01,1.0,116798.97,54831.71,40083.51,177.07,21706.68,20934.8,771.88,0.0,conventional,2015,Roanoke
2015-04-26,1.25,6631.49,5848.51,488.5,0.0,294.48,294.48,0.0,0.0,organic,2015,MiamiFtLauderdale
2017-09-24,2.64,1411.83,63.68,535.14,0.0,813.01,75.19,737.82,0.0,organic,2017,Boise
2017-10-29,1.53,9293.76,151.09,1301.57,0.0,7841.1,7140.34,700.76,0.0,organic,2017,Roanoke
2015-09-27,1.95,5472.45,1261.85,3990.21,0.0,220.39,220.39,0.0,0.0,organic,2015,Sacramento
2016-02-07,0.91,796524.48,259382.37,419044.57,34235.86,83861.68,83768.44,55.36,37.88,conventional,2016,Sacramento
2015-11-01,1.51,57066.49,24717.23,4952.41,0.0,27396.85,26999.58,397.27,0.0,organic,2015,SouthCentral
2018-03-25,1.6,271723.08,26996.28,77861.39,117.56,166747.85,87108.0,79495.39,144.46,organic,2018,West
2017-05-14,1.27,82244.67,2266.19,37229.4,247.88,42501.2,16236.09,26265.11,0.0,conventional,2017,Louisville
2017-02-26,1.24,599178.18,11751.2,489161.87,5887.27,92377.84,88862.29,3515.55,0.0,conventional,2017,Boston
2015-10-25,1.56,4336.41,62.3,3016.52,0.0,1257.59,690.0,567.59,0.0,organic,2015,Roanoke
2016-07-24,0.96,985027.91,555709.68,218179.57,5208.69,205929.97,163969.66,39623.09,2337.22,conventional,2016,Houston
2016-02-14,1.42,14114.3,667.06,9489.39,7.99,3949.86,670.13,3279.73,0.0,organic,2016,SanDiego
2016-09-11,1.33,80206.95,22513.05,30643.05,925.3,26125.55,24205.55,1920.0,0.0,conventional,2016,Pittsburgh
2017-12-17,1.03,251753.79,151885.76,18381.27,1505.0,79981.76,68849.84,10321.92,810.0,conventional,2017,NewOrleansMobile
2016-12-25,1.33,149348.88,1345.56,91323.33,3768.64,52911.35,47453.6,5227.71,230.04,conventional,2016,GrandRapids
2016-04-24,1.48,1541.74,139.63,154.07,56.17,1191.87,1188.3,3.57,0.0,organic,2016,Pittsburgh
2017-06-11,0.83,21264.93,596.81,3255.0,0.0,17413.12,1650.58,15762.54,0.0,organic,2017,Columbus
2015-12-20,1.55,22819.1,505.82,13425.9,12.02,8875.36,51.94,8823.42,0.0,organic,2015,Seattle
2017-04-02,1.74,1221327.78,36138.61,791416.43,4113.73,389659.01,340915.45,48526.89,216.67,conventional,2017,NewYork
2017-07-02,1.41,189413.48,113926.84,18894.24,122.11,56470.29,31305.74,20128.72,5035.83,conventional,2017,Jacksonville
2015-04-19,1.89,4548.77,386.51,1671.71,12.7,2477.85,2477.85,0.0,0.0,organic,2015,Philadelphia
2016-10-16,1.4,4878037.64,1635631.14,1600568.32,108458.09,1533380.09,1423671.38,73117.52,36591.19,conventional,2016,California
2017-11-26,1.51,15356.02,212.81,235.13,10.19,14897.89,14897.89,0.0,0.0,organic,2017,HarrisburgScranton
2015-08-09,1.97,3502.37,2208.98,822.99,0.0,470.4,470.4,0.0,0.0,organic,2015,StLouis
2017-09-17,1.62,219275.21,136981.14,25106.49,108.0,57079.58,46789.06,10177.19,113.33,conventional,2017,NewOrleansMobile
2015-03-22,0.85,752576.08,489678.55,157679.62,14084.25,91133.66,89232.98,1900.68,0.0,conventional,2015,WestTexNewMexico
2018-03-11,1.01,275804.74,65139.45,22713.79,10175.31,177776.19,146773.92,30140.64,861.63,conventional,2018,CincinnatiDayton
2017-04-30,1.84,1228100.25,48042.72,808258.75,2747.33,369051.45,314750.54,44523.13,9777.78,conventional,2017,NewYork
2015-02-22,1.12,268415.49,167595.76,22043.38,39.19,78737.16,62198.85,16538.31,0.0,conventional,2015,Tampa
2016-07-31,1.27,159573.77,16079.16,80211.44,6277.21,57005.96,34005.49,22328.62,671.85,conventional,2016,Indianapolis
2016-04-17,1.06,3029003.02,544932.88,1613809.61,97349.53,772911.0,692332.57,75800.03,4778.4,conventional,2016,Midsouth
2015-12-20,0.98,139917.89,29500.04,55520.58,19842.51,35054.76,33273.25,1781.51,0.0,conventional,2015,Charlotte
2018-03-25,1.01,1203274.11,198289.36,895797.12,2202.74,106984.89,103033.73,186.2,3764.96,conventional,2018,SanFrancisco
2016-11-06,1.43,446970.37,58648.4,130208.79,528.77,257584.41,256977.65,241.61,365.15,conventional,2016,Seattle
2015-04-05,1.55,26530.7,17104.69,9426.01,0.0,0.0,0.0,0.0,0.0,organic,2015,SanFrancisco
2016-12-04,1.54,207482.67,3426.07,160247.2,591.16,43218.24,42957.73,124.81,135.7,conventional,2016,HartfordSpringfield
2016-08-07,1.33,3513.86,13.23,3.97,0.0,3496.66,3433.33,63.33,0.0,organic,2016,MiamiFtLauderdale
2017-04-09,1.01,2993246.61,957440.04,408516.09,106825.66,1520464.82,1460394.98,10162.56,49907.28,conventional,2017,LosAngeles
2015-05-24,0.58,1261540.03,968755.93,180676.87,6013.78,106093.45,84441.02,21652.43,0.0,conventional,2015,PhoenixTucson
2017-02-05,1.36,2108.66,0.0,991.67,0.0,1116.99,441.11,675.88,0.0,organic,2017,Louisville
2017-04-30,1.54,178864.17,1803.39,83395.01,45.64,93620.13,91172.9,2447.23,0.0,conventional,2017,BuffaloRochester
2017-04-16,1.03,14081.94,763.69,2797.15,0.0,10521.1,2641.36,7879.74,0.0,organic,2017,Columbus
2017-01-08,1.29,1532074.69,18585.1,1207607.23,6403.22,299479.14,258470.17,40822.02,186.95,conventional,2017,NewYork
2015-06-07,1.92,3892.36,1910.2,1704.54,0.0,277.62,103.33,174.29,0.0,organic,2015,StLouis
2015-07-19,1.19,187575.03,33382.11,49072.16,39515.29,65605.47,62470.83,3134.64,0.0,conventional,2015,Charlotte
2015-02-08,1.13,729325.61,28216.83,499138.28,119634.41,82336.09,78980.96,3273.2,81.93,conventional,2015,Chicago
2017-10-22,1.16,1008358.03,492168.22,128029.43,1834.84,386325.54,298349.69,87975.85,0.0,conventional,2017,Houston
2015-11-08,1.12,334041.6,250441.38,34483.33,488.24,48628.65,35662.93,12941.12,24.6,conventional,2015,Atlanta
2015-06-07,1.55,81945.35,4002.95,58492.04,3.15,19447.21,10793.27,8653.94,0.0,organic,2015,GreatLakes
2016-05-29,1.44,34897.73,2627.86,21156.45,0.0,11113.42,150.0,10963.42,0.0,organic,2016,Portland
2015-05-17,1.49,229340.78,106530.27,76060.75,59.03,46690.73,12622.36,34068.37,0.0,organic,2015,West
2015-10-04,1.52,5141.68,1420.04,1780.46,0.0,1941.18,54.0,1887.18,0.0,organic,2015,StLouis
2017-06-25,1.28,3666944.13,2101935.63,442822.73,3465.07,1118720.7,612556.65,434645.54,71518.51,conventional,2017,Southeast
2015-07-26,1.5,87348.95,3971.27,63468.5,0.0,19909.18,4387.73,15521.45,0.0,organic,2015,GreatLakes
2016-01-10,1.28,79121.77,848.19,66696.97,109.08,11467.53,11293.65,173.88,0.0,conventional,2016,Albany
2017-11-26,1.7,506394.0,71736.0,278263.0,82294.0,74100.0,68552.0,5532.0,15.0,conventional,2017,Chicago
2016-02-21,0.89,263057.19,142078.71,31665.87,322.0,88990.61,71315.06,17675.55,0.0,conventional,2016,NewOrleansMobile
2017-06-18,1.66,581303.33,5379.22,452146.49,3286.69,120490.93,112280.36,5416.4,2794.17,conventional,2017,Boston
2015-08-23,1.04,232074.44,76650.45,96308.77,12155.66,46959.56,46959.56,0.0,0.0,conventional,2015,RichmondNorfolk
2015-03-22,0.98,3867453.83,2823708.05,299770.04,21570.5,722405.24,447949.27,274435.21,20.76,conventional,2015,Southeast
2015-08-16,1.51,1164.87,6.18,22.02,0.0,1136.67,1136.67,0.0,0.0,organic,2015,MiamiFtLauderdale
2016-07-10,1.25,183741.31,1425.12,88105.93,46.25,94164.01,89911.51,0.0,4252.5,conventional,2016,BuffaloRochester
2017-02-12,1.66,9082.88,1014.35,7049.67,0.0,1018.86,856.72,162.14,0.0,organic,2017,SanDiego
2016-12-11,0.79,105228.6,1367.94,44377.9,142.37,59340.39,11915.91,47411.82,12.66,conventional,2016,Louisville
2016-09-25,1.63,224391.93,42274.18,125999.46,127.05,55991.24,55353.12,628.12,10.0,conventional,2016,HartfordSpringfield
2017-07-09,1.38,77529.57,1001.92,45176.42,381.6,30969.63,26802.91,1161.72,3005.0,conventional,2017,Syracuse
2017-02-12,0.88,4129136.03,765348.23,1694610.53,249248.52,1419928.75,978488.81,422557.68,18882.26,conventional,2017,GreatLakes
2017-09-17,2.65,5500.41,486.39,1590.78,0.0,3423.24,1720.22,1703.02,0.0,organic,2017,Orlando
2015-05-10,1.82,5067.95,1878.0,2479.23,0.0,710.72,0.0,710.72,0.0,organic,2015,Atlanta
2015-03-22,1.67,16076.52,436.1,15367.09,0.0,273.33,273.33,0.0,0.0,organic,2015,Chicago
2016-03-06,1.79,113859.82,12252.89,30534.74,1756.58,69315.61,41426.65,27888.96,0.0,organic,2016,Northeast
2018-02-04,1.22,6294.16,85.22,152.09,0.0,6056.85,2847.48,3209.37,0.0,organic,2018,Syracuse
2016-02-28,0.89,89981.54,38143.38,5361.13,8767.1,37709.93,37217.14,472.26,20.53,conventional,2016,Boise
2016-08-21,0.87,5682046.61,3137489.03,1105902.29,25630.41,1413024.88,1245189.33,153644.22,14191.33,conventional,2016,SouthCentral
2015-12-13,0.91,76543.82,1830.69,47375.43,1613.63,25724.07,11718.37,13677.35,328.35,conventional,2015,Louisville
2016-08-21,0.92,808012.61,484477.52,87640.89,12142.01,223752.19,142739.33,81012.86,0.0,conventional,2016,WestTexNewMexico
2016-01-10,0.95,181584.67,122360.29,10625.3,273.06,48326.02,20677.59,27648.43,0.0,conventional,2016,Jacksonville
2015-08-23,1.22,131935.23,4293.59,77251.43,10288.24,40101.97,23701.08,14786.36,1614.53,conventional,2015,Indianapolis
2015-09-13,1.1,257374.81,97653.71,69978.38,102.06,89640.66,50111.01,39529.65,0.0,conventional,2015,Tampa
2016-07-03,1.24,565017.74,163405.3,303029.74,24533.11,74049.59,74049.59,0.0,0.0,conventional,2016,Sacramento
2015-02-15,1.84,57627.38,3633.89,21385.14,78.86,32529.49,32381.03,148.46,0.0,organic,2015,Northeast
2017-07-16,1.64,209543.04,4180.21,76793.36,0.0,124683.37,79403.55,45279.82,0.0,organic,2017,GreatLakes
2016-07-10,2.32,29064.21,1759.68,25145.42,0.0,2159.11,2149.11,10.0,0.0,organic,2016,SanFrancisco
2017-01-01,1.81,5342.85,956.73,2862.95,0.0,1523.17,5.55,1517.62,0.0,organic,2017,Atlanta
2015-06-14,1.44,42369.24,15847.77,18470.25,22.09,8029.13,8029.13,0.0,0.0,organic,2015,LosAngeles
2016-12-25,1.18,690027.33,164595.96,462872.97,2525.58,60032.82,52277.99,7459.83,295.0,conventional,2016,SanFrancisco
2017-04-23,2.49,13284.59,44.18,6007.49,4.14,7228.78,7224.94,3.84,0.0,organic,2017,HartfordSpringfield
2015-03-08,1.21,2297509.11,545690.6,949015.34,179824.24,622978.93,588931.15,33275.04,772.74,conventional,2015,Midsouth
